epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.07272381335496902,0.160049170255661,0.001,0.12987639009952545,0.08912074565887451
1,0.1525779515504837,0.07913100719451904,0.001,0.17481443285942078,0.06653212010860443
2,0.18362009525299072,0.05324692651629448,0.001,0.20261606574058533,0.042378317564725876
3,0.22234445810317993,0.038686204701662064,0.001,0.2286662757396698,0.037679996341466904
4,0.2344408482313156,0.032264091074466705,0.001,0.24028463661670685,0.031388282775878906
5,0.23710893094539642,0.028494544327259064,0.001,0.22285842895507812,0.027979161590337753
6,0.23904801905155182,0.025928135961294174,0.001,0.2474474161863327,0.02574935555458069
7,0.2411332130432129,0.024277208372950554,0.001,0.2503812313079834,0.024799028411507607
8,0.2435416579246521,0.022825943306088448,0.001,0.2562312185764313,0.024058904498815536
9,0.24631866812705994,0.021743174642324448,0.001,0.25579047203063965,0.02355946972966194
10,0.24884921312332153,0.020837776362895966,0.001,0.2568720281124115,0.02325080893933773
11,0.2514152526855469,0.01995043270289898,0.001,0.2531159520149231,0.022579992190003395
12,0.2546539604663849,0.019266927614808083,0.001,0.25922891497612,0.02214142493903637
13,0.25815990567207336,0.018538862466812134,0.001,0.24348916113376617,0.022361313924193382
14,0.2610308825969696,0.01802368462085724,0.001,0.2766712009906769,0.02273968793451786
15,0.2645131051540375,0.017405705526471138,0.001,0.2763725817203522,0.022304389625787735
16,0.26880553364753723,0.015703704208135605,0.000100000005,0.26919645071029663,0.022236261516809464
17,0.26747968792915344,0.015337497927248478,0.000100000005,0.2652835547924042,0.022151753306388855
18,0.2669762969017029,0.01514454185962677,0.000100000005,0.26694586873054504,0.022164955735206604
19,0.26724010705947876,0.014922267757356167,1.0000001e-05,0.2675115168094635,0.022318890318274498
20,0.26724380254745483,0.014895659871399403,1.0000001e-05,0.26702040433883667,0.022537890821695328
21,0.267212837934494,0.014875316061079502,1.0000001e-05,0.26647937297821045,0.02226424030959606
22,0.2670789659023285,0.014848273247480392,1.0000001e-06,0.2675337493419647,0.022171031683683395
